female,12,12,5.4797699786
female,8,12,5.5120039196
female,10,12,3.5484271597
female,7,12,3.8277804998
female,10,12,4.7634601775
female,11,12,6.3805955861
female,5,12,1.3456535391
female,11,12,3.8947576562
female,11,12,3.2678961879
female,9,12,1.3551971812
female,11,12,7.6249387555
female,5,12,1.1342814763
female,12,12,3.9808917197
female,11,12,3.4507052379
female,12,12,5.5120039196
female,9,12,4.0087301234
female,10,12,3.6121512769
female,10,12,2.2747952684
female,9,12,2.4035572648
female,10,12,5.8734467996
female,9,12,3.2832096658
female,3,12,2.8351910828
female,10,12,5.8976173626
female,7,12,2.5332947307
female,7,12,3.3777263077
female,5,12,2.3189660503
female,9,12,3.387992953
female,6,12,5.5996360328
female,8,12,3.8277804998
female,6,12,8.0713228206
female,9,12,3.9439174932
female,11,12,6.3455414013
female,11,12,5.5120039196
female,11,12,3.2344745223
female,7,12,3.9028350194
female,11,12,6.7803575098
female,9,12,1.0261854211
female,10,12,4.593064402
female,8,12,4.5933365997
female,4,12,8.5304822566
female,10,12,5.083341382
female,6,12,5.790387956
female,9,12,4.3162052915
female,5,12,5.7109839017
female,8,12,1.9819297555
female,6,12,5.8175870643
female,9,12,3.9808917197
female,10,12,4.7444519565
female,8,12,6.6136220264
female,8,12,3.9851788339
female,10,12,7.9617834395
female,8,12,3.1429922399
female,7,12,4.8621578256
female,7,12,2.3810941127
female,10,12,3.6746692798
female,10,12,7.3493385595
female,6,12,1.9780828421
female,10,12,3.2153356198
female,6,12,4.7278219187
female,10,12,6.6546249644
female,9,12,4.4795968363
female,8,12,3.3684468398
female,10,12,2.8070390332
female,6,12,4.5933365997
female,8,12,4.5933365997
female,4,12,2.4560771536
female,7,12,3.6746692798
female,10,12,9.7991180794
female,9,12,4.2871141597
female,4,12,1.2132241432
female,6,12,6.1244487996
female,3,12,2.1435570799
female,6,12,1.9598236159
female,8,12,0.1028907398
female,8,12,7.9617834395
female,8,12,6.5739496289
female,6,12,6.9107704357
