12,2.7746776749
12,1.3965454899
12,10.148102603
12,15.311121999
12,2.1021210401
12,2.211606511
12,2.2747952684
12,2.3873413612
12,2.6832904188
12,2.7408197434
12,2.7560019598
12,2.8070390332
12,3.0115492915
12,3.0510340489
12,3.0622243998
12,3.0896473049
12,3.1070374398
12,3.1070374398
12,3.2153356198
12,3.5385704176
12,3.5484271597
12,3.6121512769
12,3.6746692798
12,3.6746692798
12,3.6746692798
12,3.7913254474
12,3.821656051
12,3.8496535312
12,3.8996490316
12,3.9808917197
12,4.0059287746
12,4.1340029397
12,4.2819675641
12,4.3711752217
12,4.4096031357
12,4.491262453
12,4.5267665041
12,4.5593459089
12,4.593064402
12,4.7120759132
12,4.7444519565
12,4.7634601775
12,4.8995590397
12,5.0526702597
12,5.083341382
12,5.1753277034
12,5.1924674605
12,5.5120039196
12,5.6051867939
12,5.6533373535
12,5.6962353063
12,5.6969622734
12,5.7222235377
12,5.8182263596
12,5.8182263596
12,5.8734467996
12,5.8976173626
12,6.0251334137
12,6.0868241995
12,6.1030132288
12,6.2704201181
12,6.4245873501
12,6.6546249644
12,6.7368936796
12,6.8043109748
12,6.8488459695
12,7.232505774
12,7.3493385595
12,7.3493385595
12,7.3961922662
12,7.4751218601
12,7.5191252589
12,7.5636942675
12,7.9617834395
12,8.5742283195
12,8.9171974522
12,8.9303302909
12,9.3927030438
12,9.7991180794
12,0.4258112592
12,0.91121985
12,1.1961364792
12,1.6331863466
12,12.312036247
12,2.1963540523
12,2.4566932908
12,2.5077992981
12,2.7560019598
12,2.8100412139
12,2.8708353748
12,2.9292202741
12,2.9856687898
12,3.0622243998
12,3.1222680155
12,3.1756401183
12,3.2235513438
12,3.2344745223
12,3.2678961879
12,3.4507052379
12,3.7103456805
12,3.8947576562
12,3.8964682412
12,3.9196472317
12,4.1449631789
12,4.2871141597
12,4.3051584629
12,4.382633086
12,4.491262453
12,4.5933365997
12,4.6083707763
12,5.092407612
12,5.1113311567
12,5.2057814797
12,5.2531354652
12,5.5120039196
12,5.5120039196
12,5.5271885034
12,5.5732484076
12,5.7263596276
12,5.9021715073
12,6.0268480219
12,6.0504053772
12,6.1703821656
12,6.3455414013
12,6.3805955861
12,6.4306712396
12,6.451247451
12,6.6160240102
12,6.6494015539
12,6.7209860203
12,6.7368936796
12,6.7803575098
12,7.1237009722
12,7.1299553189
12,7.2831283022
12,7.6072100879
12,7.6249387555
12,7.6555609995
12,7.6629607191
12,7.8392944635
12,2.8784909358
12,3.3684468398
12,3.5850431998
12,3.7945521073
12,3.9808917197
12,3.9808917197
12,4.5495905369
12,4.5933365997
12,4.7464478197
12,4.8932855966
12,4.948500251
12,4.9608035277
12,5.1751592357
12,5.3725249076
12,5.4797699786
12,5.5120039196
12,5.6927971477
12,5.8794708476
12,6.0325820676
12,6.7924085572
12,7.0914670311
12,7.5456271436
12,8.4211170995
12,2.5683172385
12,2.6154650912
12,4.2441080354
12,1.4928343949
12,2.1435570799
12,2.148204638
12,2.2456312265
12,2.8351910828
12,3.1847133758
12,3.5498397501
12,3.5783296357
12,4.8995590397
12,6.5486530455
12,8.2046853071
12,1.1362041425
12,1.2132241432
12,1.4519969798
12,11.207202495
12,16.472655392
12,2.113079965
12,2.4560771536
12,2.9034423939
12,2.9856687898
12,3.6746692798
12,3.9705517413
12,4.1340029397
12,4.2871141597
12,4.385411563
12,4.4402253797
12,5.2764481966
12,5.4284887087
12,5.5120039196
12,6.4306712396
12,6.873482106
12,7.0431161195
12,7.9141080896
12,8.1659317328
12,8.5304822566
12,0.4747398821
12,1.1342814763
12,1.3456535391
12,1.6193457843
12,1.7249894352
12,1.7292561317
12,1.9200974615
12,1.9904458599
12,2.2798842959
12,2.2845863528
12,2.3189660503
12,2.4497795198
12,2.9200810322
12,3.0622243998
12,3.3684468398
12,3.4198264438
12,3.6746692798
12,4.1040120822
12,4.1082473888
12,4.5495905369
12,4.5933365997
12,4.7356332726
12,4.8131688299
12,4.8995590397
12,5.1366344771
12,5.1644000689
12,5.245410266
12,5.3895149437
12,5.4082564263
12,5.7109839017
12,6.1024447919
12,6.6494015539
12,7.9617834395
12,8.0978823017
12,0.6757069139
12,0.6798238733
12,0.9312027415
12,1.0070239923
12,1.0158575361
12,1.2248897599
12,1.5923566879
12,1.7402805332
12,1.9598236159
12,1.9780828421
12,12.248897599
12,2.1755157785
12,2.2966682999
12,2.5022747953
12,2.578715284
12,2.6650321136
12,2.6951029979
12,2.7522214359
